,labelId,imageId,taskId,labelName,taskName,tasknum,task1,task2
14096,196,10017,14,prom,dress:occasion,2,dress,occasion
14097,20,10017,6,blue,dress:color,2,dress,color
14098,359,10017,14,homecoming,dress:occasion,2,dress,occasion
14099,30,10017,12,short,dress:length,2,dress,length
14100,144,10018,23,pants,pants:type,2,pants,type
14103,77,10021,5,beading,dress:decoration,2,dress,decoration
14110,193,10026,13,cloak,outerwear:type,2,outerwear,type
14111,3,10026,17,black,outerwear:color,2,outerwear,color
14112,47,10026,19,high,outerwear:collar,2,outerwear,collar
14116,84,10030,3,gold,shoe:color,2,shoe,color
14118,222,10032,14,performance,dress:occasion,2,dress,occasion
14122,325,10035,33,animal,outerwear:pattern,2,outerwear,pattern
14123,116,10035,33,leopard,outerwear:pattern,2,outerwear,pattern
14124,62,10035,21,fur,outerwear:material,2,outerwear,material
14125,37,10036,17,white,outerwear:color,2,outerwear,color
14126,61,10037,6,yellow,dress:color,2,dress,color
14127,240,10038,30,jelly,shoe:decoration,2,shoe,decoration
14128,331,10039,21,plastic,outerwear:material,2,outerwear,material
14129,324,10040,23,wide leg,pants:type,2,pants,type
14130,15,10041,11,navy,pants:color,2,pants,color
14131,181,10042,24,high waisted,pants:decoration,2,pants,decoration
14132,92,10043,7,leather,dress:material,2,dress,material
14133,163,10044,8,shift,dress:silhouette,2,dress,silhouette
14134,347,10045,6,fuchsia,dress:color,2,dress,color
14135,41,10045,6,pink,dress:color,2,dress,color
14138,217,10048,7,knitting,dress:material,2,dress,material
14142,99,10050,3,dark brown,shoe:color,2,shoe,color
14143,266,10051,39,pullover,outerwear:closure type,2,outerwear,closure type
14144,246,10052,21,batik,outerwear:material,2,outerwear,material
14145,113,10053,7,denim,dress:material,2,dress,material
14146,6,10054,5,printed,dress:decoration,2,dress,decoration
14149,252,10057,26,knitted,pants:material,2,pants,material
14153,113,10061,7,denim,dress:material,2,dress,material
14155,238,10063,33,plaid,outerwear:pattern,2,outerwear,pattern
14156,27,10063,13,coats,outerwear:type,2,outerwear,type
14157,40,10064,3,silver,shoe:color,2,shoe,color
14161,23,10067,17,red,outerwear:color,2,outerwear,color
14162,55,10068,33,floral,outerwear:pattern,2,outerwear,pattern
14163,45,10069,21,cashmere,outerwear:material,2,outerwear,material
14164,4,10070,15,women,outerwear:gender,2,outerwear,gender
14165,2,10070,20,adult,outerwear:age,2,outerwear,age
14166,71,10071,13,jackets,outerwear:type,2,outerwear,type
14173,220,10076,13,trench coat,outerwear:type,2,outerwear,type
14177,43,10080,21,suede,outerwear:material,2,outerwear,material
14178,238,10081,37,plaid,dress:pattern,2,dress,pattern
14179,19,10082,22,loose,pants:fit,2,pants,fit
14180,113,10083,21,denim,outerwear:material,2,outerwear,material
14182,103,10085,14,quinceanera,dress:occasion,2,dress,occasion
14185,152,10087,21,fox fur,outerwear:material,2,outerwear,material
14186,62,10087,21,fur,outerwear:material,2,outerwear,material
14193,27,10092,13,coats,outerwear:type,2,outerwear,type
14200,62,10096,19,fur,outerwear:collar,2,outerwear,collar
14201,242,10097,23,suit,pants:type,2,pants,type
14202,42,10098,20,kids,outerwear:age,2,outerwear,age
14210,89,10101,12,mini,dress:length,2,dress,length
14212,238,10103,33,plaid,outerwear:pattern,2,outerwear,pattern
14213,93,10104,22,leggings,pants:fit,2,pants,fit
14216,43,10106,21,suede,outerwear:material,2,outerwear,material
14219,113,10109,7,denim,dress:material,2,dress,material
14220,134,10110,14,formal,dress:occasion,2,dress,occasion
14221,50,10110,7,chiffon,dress:material,2,dress,material
14222,134,10111,14,formal,dress:occasion,2,dress,occasion
14223,39,10111,6,green,dress:color,2,dress,color
14224,133,10111,14,evening,dress:occasion,2,dress,occasion
14225,121,10111,6,dark green,dress:color,2,dress,color
14226,9,10112,8,mermaid,dress:silhouette,2,dress,silhouette
14227,132,10113,6,light pink,dress:color,2,dress,color
14230,347,10116,6,fuchsia,dress:color,2,dress,color
14231,141,10117,5,appliques,dress:decoration,2,dress,decoration
14232,37,10118,17,white,outerwear:color,2,outerwear,color
14233,42,10119,29,kids,dress:age,2,dress,age
14234,304,10120,14,bridesmaid,dress:occasion,2,dress,occasion
14235,133,10121,14,evening,dress:occasion,2,dress,occasion
14236,134,10121,14,formal,dress:occasion,2,dress,occasion
14237,322,10122,14,business,dress:occasion,2,dress,occasion
14239,31,10124,13,blazers,outerwear:type,2,outerwear,type
14240,4,10124,15,women,outerwear:gender,2,outerwear,gender
14241,111,10125,6,gray,dress:color,2,dress,color
14242,40,10126,3,silver,shoe:color,2,shoe,color
14243,5,10126,9,flat,shoe:type,2,shoe,type
14244,5,10126,18,flat,shoe:heel type,2,shoe,heel type
14245,4,10127,32,women,pants:gender,2,pants,gender
14246,125,10128,30,flowers,shoe:decoration,2,shoe,decoration
14247,185,10129,30,metallic,shoe:decoration,2,shoe,decoration
14251,116,10131,30,leopard,shoe:decoration,2,shoe,decoration
14252,116,10131,3,leopard,shoe:color,2,shoe,color
14253,324,10132,23,wide leg,pants:type,2,pants,type
14254,234,10133,8,high low,dress:silhouette,2,dress,silhouette
14256,42,10135,2,kids,shoe:age,2,shoe,age
14257,1,10135,1,men,shoe:gender,2,shoe,gender
14258,121,10136,6,dark green,dress:color,2,dress,color
14260,85,10138,21,jersey,outerwear:material,2,outerwear,material
14261,108,10139,5,sequined,dress:decoration,2,dress,decoration
14262,117,10139,5,glitter,dress:decoration,2,dress,decoration
14263,137,10139,7,sequins,dress:material,2,dress,material
14268,324,10142,23,wide leg,pants:type,2,pants,type
14269,284,10142,24,pleated,pants:decoration,2,pants,decoration
14271,71,10144,13,jackets,outerwear:type,2,outerwear,type
14279,176,10151,21,linen,outerwear:material,2,outerwear,material
14284,116,10154,33,leopard,outerwear:pattern,2,outerwear,pattern
14285,42,10155,20,kids,outerwear:age,2,outerwear,age
14286,158,10156,7,silk chiffon,dress:material,2,dress,material
14287,50,10156,7,chiffon,dress:material,2,dress,material
14288,63,10157,21,wool blends,outerwear:material,2,outerwear,material
14289,27,10157,13,coats,outerwear:type,2,outerwear,type
14292,42,10160,20,kids,outerwear:age,2,outerwear,age
14293,39,10161,11,green,pants:color,2,pants,color
14294,5,10162,18,flat,shoe:heel type,2,shoe,heel type
14295,23,10162,3,red,shoe:color,2,shoe,color
14296,5,10162,9,flat,shoe:type,2,shoe,type
14297,156,10162,3,burgundy,shoe:color,2,shoe,color
14298,177,10163,17,tan,outerwear:color,2,outerwear,color
14299,181,10164,24,high waisted,pants:decoration,2,pants,decoration
14301,2,10166,20,adult,outerwear:age,2,outerwear,age
14302,1,10166,15,men,outerwear:gender,2,outerwear,gender
14303,27,10166,13,coats,outerwear:type,2,outerwear,type
14304,92,10167,7,leather,dress:material,2,dress,material
14305,3,10167,6,black,dress:color,2,dress,color
14308,85,10169,21,jersey,outerwear:material,2,outerwear,material
14310,206,10171,5,strappy,dress:decoration,2,dress,decoration
14311,173,10172,25,camo,pants:pattern,2,pants,pattern
14312,173,10172,11,camo,pants:color,2,pants,color
14317,2,10177,31,adult,pants:age,2,pants,age
14318,4,10177,32,women,pants:gender,2,pants,gender
14319,110,10177,11,navy blue,pants:color,2,pants,color
14321,117,10179,30,glitter,shoe:decoration,2,shoe,decoration
14322,146,10180,38,sweetheart,dress:collar,2,dress,collar
14323,37,10180,6,white,dress:color,2,dress,color
14324,147,10181,19,stand,outerwear:collar,2,outerwear,collar
14325,314,10182,6,peach,dress:color,2,dress,color
14326,197,10183,34,brogue,shoe:flat type,2,shoe,flat type
14327,37,10184,3,white,shoe:color,2,shoe,color
14330,134,10186,14,formal,dress:occasion,2,dress,occasion
14331,226,10187,14,engagement,dress:occasion,2,dress,occasion
14332,127,10188,3,nude,shoe:color,2,shoe,color
14333,180,10188,16,pointed toe,shoe:toe shape,2,shoe,toe shape
14334,139,10189,7,tulle,dress:material,2,dress,material
14335,42,10190,29,kids,dress:age,2,dress,age
14336,97,10191,6,lavender,dress:color,2,dress,color
14337,215,10192,14,summer,dress:occasion,2,dress,occasion
14340,6,10195,5,printed,dress:decoration,2,dress,decoration
14352,2,10202,20,adult,outerwear:age,2,outerwear,age
14353,1,10202,15,men,outerwear:gender,2,outerwear,gender
14354,62,10202,19,fur,outerwear:collar,2,outerwear,collar
14355,88,10203,21,fleece,outerwear:material,2,outerwear,material
14356,16,10204,7,silk,dress:material,2,dress,material
14357,187,10205,21,corduroy,outerwear:material,2,outerwear,material
14359,183,10207,26,jeans,pants:material,2,pants,material
14360,1,10207,32,men,pants:gender,2,pants,gender
14361,183,10207,23,jeans,pants:type,2,pants,type
14362,255,10207,24,men jeans,pants:decoration,2,pants,decoration
14363,113,10208,26,denim,pants:material,2,pants,material
14364,113,10208,11,denim,pants:color,2,pants,color
14366,353,10210,44,capris,pants:length,2,pants,length
14367,353,10210,23,capris,pants:type,2,pants,type
14368,378,10211,18,chunky heels,shoe:heel type,2,shoe,heel type
14370,49,10213,37,stripe,dress:pattern,2,dress,pattern
14372,36,10215,19,hooded,outerwear:collar,2,outerwear,collar
14373,6,10216,5,printed,dress:decoration,2,dress,decoration
14374,39,10217,17,green,outerwear:color,2,outerwear,color
14375,163,10218,8,shift,dress:silhouette,2,dress,silhouette
14376,130,10219,41,platform,shoe:back counter type,2,shoe,back counter type
14377,130,10219,30,platform,shoe:decoration,2,shoe,decoration
14378,131,10219,18,platforms,shoe:heel type,2,shoe,heel type
14379,14,10220,12,midi,dress:length,2,dress,length
14380,116,10221,30,leopard,shoe:decoration,2,shoe,decoration
14381,116,10221,3,leopard,shoe:color,2,shoe,color
14382,134,10222,14,formal,dress:occasion,2,dress,occasion
14383,196,10222,14,prom,dress:occasion,2,dress,occasion
14384,34,10222,12,long,dress:length,2,dress,length
14385,133,10222,14,evening,dress:occasion,2,dress,occasion
14386,7,10222,6,purple,dress:color,2,dress,color
14388,5,10224,18,flat,shoe:heel type,2,shoe,heel type
14389,41,10224,3,pink,shoe:color,2,shoe,color
14390,5,10224,9,flat,shoe:type,2,shoe,type
14391,5,10224,4,flat,shoe:up height,2,shoe,up height
14392,190,10225,30,fringe,shoe:decoration,2,shoe,decoration
14393,177,10226,17,tan,outerwear:color,2,outerwear,color
14397,43,10229,21,suede,outerwear:material,2,outerwear,material
14398,156,10230,6,burgundy,dress:color,2,dress,color
14399,49,10230,37,stripe,dress:pattern,2,dress,pattern
14400,55,10231,25,floral,pants:pattern,2,pants,pattern
14401,149,10232,5,ruffles,dress:decoration,2,dress,decoration
14402,37,10233,6,white,dress:color,2,dress,color
14403,134,10233,14,formal,dress:occasion,2,dress,occasion
14404,325,10234,33,animal,outerwear:pattern,2,outerwear,pattern
14408,139,10238,7,tulle,dress:material,2,dress,material
14411,39,10240,11,green,pants:color,2,pants,color
14412,3,10241,11,black,pants:color,2,pants,color
14413,183,10241,23,jeans,pants:type,2,pants,type
14414,183,10241,26,jeans,pants:material,2,pants,material
14415,88,10242,21,fleece,outerwear:material,2,outerwear,material
14416,41,10243,11,pink,pants:color,2,pants,color
14417,36,10244,19,hooded,outerwear:collar,2,outerwear,collar
14418,42,10245,2,kids,shoe:age,2,shoe,age
14419,80,10246,19,turtle neck,outerwear:collar,2,outerwear,collar
14422,157,10249,35,sleeveless,dress:sleeve length,2,dress,sleeve length
14423,50,10249,7,chiffon,dress:material,2,dress,material
14430,214,10256,26,latex,pants:material,2,pants,material
14431,190,10257,30,fringe,shoe:decoration,2,shoe,decoration
14439,41,10264,11,pink,pants:color,2,pants,color
14440,180,10265,16,pointed toe,shoe:toe shape,2,shoe,toe shape
14444,23,10269,17,red,outerwear:color,2,outerwear,color
14445,20,10270,6,blue,dress:color,2,dress,color
14446,167,10270,38,off shoulder,dress:collar,2,dress,collar
14448,74,10272,14,club,dress:occasion,2,dress,occasion
14455,40,10275,3,silver,shoe:color,2,shoe,color
14456,112,10276,7,cotton,dress:material,2,dress,material
14457,84,10277,6,gold,dress:color,2,dress,color
14458,21,10277,14,party,dress:occasion,2,dress,occasion
14462,81,10280,17,dark blue,outerwear:color,2,outerwear,color
14463,15,10280,17,navy,outerwear:color,2,outerwear,color
14464,42,10281,20,kids,outerwear:age,2,outerwear,age
14467,43,10283,21,suede,outerwear:material,2,outerwear,material
14468,38,10284,11,khaki,pants:color,2,pants,color
14469,106,10285,17,light blue,outerwear:color,2,outerwear,color
14470,113,10285,21,denim,outerwear:material,2,outerwear,material
14471,20,10285,17,blue,outerwear:color,2,outerwear,color
14473,163,10287,8,shift,dress:silhouette,2,dress,silhouette
14474,113,10288,7,denim,dress:material,2,dress,material
14475,49,10289,37,stripe,dress:pattern,2,dress,pattern
14476,3,10289,6,black,dress:color,2,dress,color
14477,357,10290,14,communion,dress:occasion,2,dress,occasion
14481,28,10292,17,camel,outerwear:color,2,outerwear,color
14486,9,10295,8,mermaid,dress:silhouette,2,dress,silhouette
14487,57,10296,10,laceup,shoe:closure type,2,shoe,closure type
14488,276,10297,36,snakeskin,shoe:material,2,shoe,material
14489,92,10298,36,leather,shoe:material,2,shoe,material
14490,76,10298,4,kneehigh,shoe:up height,2,shoe,up height
14492,113,10300,26,denim,pants:material,2,pants,material
14493,113,10300,11,denim,pants:color,2,pants,color
14494,39,10301,6,green,dress:color,2,dress,color
14495,121,10301,6,dark green,dress:color,2,dress,color
14496,92,10302,26,leather,pants:material,2,pants,material
14497,94,10302,26,faux leather,pants:material,2,pants,material
14498,23,10303,17,red,outerwear:color,2,outerwear,color
14500,29,10305,18,wedges,shoe:heel type,2,shoe,heel type
14501,29,10305,30,wedges,shoe:decoration,2,shoe,decoration
14502,111,10306,17,gray,outerwear:color,2,outerwear,color
14504,313,10308,6,hot pink,dress:color,2,dress,color
14505,41,10308,6,pink,dress:color,2,dress,color
14507,92,10310,7,leather,dress:material,2,dress,material
14508,28,10311,17,camel,outerwear:color,2,outerwear,color
14509,337,10312,7,metal,dress:material,2,dress,material
14510,8,10313,7,velvet,dress:material,2,dress,material
14514,135,10317,21,pvc,outerwear:material,2,outerwear,material
14516,29,10319,30,wedges,shoe:decoration,2,shoe,decoration
14517,29,10319,18,wedges,shoe:heel type,2,shoe,heel type
14518,113,10320,11,denim,pants:color,2,pants,color
14519,261,10321,38,boat neck,dress:collar,2,dress,collar
14520,6,10322,5,printed,dress:decoration,2,dress,decoration
14521,171,10322,14,casual,dress:occasion,2,dress,occasion
14522,38,10323,17,khaki,outerwear:color,2,outerwear,color
14523,42,10324,31,kids,pants:age,2,pants,age
14527,234,10326,8,high low,dress:silhouette,2,dress,silhouette
14528,61,10326,6,yellow,dress:color,2,dress,color
14537,273,10331,8,sheath,dress:silhouette,2,dress,silhouette
14538,163,10331,8,shift,dress:silhouette,2,dress,silhouette
14539,157,10331,35,sleeveless,dress:sleeve length,2,dress,sleeve length
14540,37,10331,6,white,dress:color,2,dress,color
14541,173,10332,33,camo,outerwear:pattern,2,outerwear,pattern
14542,171,10333,14,casual,dress:occasion,2,dress,occasion
14543,14,10333,12,midi,dress:length,2,dress,length
14548,113,10338,7,denim,dress:material,2,dress,material
14549,92,10339,36,leather,shoe:material,2,shoe,material
14550,62,10339,30,fur,shoe:decoration,2,shoe,decoration
14551,62,10339,36,fur,shoe:material,2,shoe,material
14552,314,10340,6,peach,dress:color,2,dress,color
14553,379,10341,12,ankle length,dress:length,2,dress,length
14556,5,10343,18,flat,shoe:heel type,2,shoe,heel type
14557,180,10343,16,pointed toe,shoe:toe shape,2,shoe,toe shape
14558,5,10343,9,flat,shoe:type,2,shoe,type
14559,5,10343,4,flat,shoe:up height,2,shoe,up height
14560,3,10343,3,black,shoe:color,2,shoe,color
14564,39,10347,17,green,outerwear:color,2,outerwear,color
14566,39,10349,17,green,outerwear:color,2,outerwear,color
14567,50,10350,21,chiffon,outerwear:material,2,outerwear,material
14569,37,10352,17,white,outerwear:color,2,outerwear,color
14570,112,10353,21,cotton,outerwear:material,2,outerwear,material
14571,27,10353,13,coats,outerwear:type,2,outerwear,type
14572,34,10354,35,long,dress:sleeve length,2,dress,sleeve length
14573,30,10354,12,short,dress:length,2,dress,length
14574,62,10355,36,fur,shoe:material,2,shoe,material
14575,62,10355,30,fur,shoe:decoration,2,shoe,decoration
14578,70,10358,33,check,outerwear:pattern,2,outerwear,pattern
14579,31,10359,13,blazers,outerwear:type,2,outerwear,type
14580,9,10360,8,mermaid,dress:silhouette,2,dress,silhouette
14584,156,10362,3,burgundy,shoe:color,2,shoe,color
14585,178,10362,3,brown,shoe:color,2,shoe,color
14586,229,10362,30,tassel,shoe:decoration,2,shoe,decoration
14587,126,10362,34,loafers,shoe:flat type,2,shoe,flat type
14588,126,10362,9,loafers,shoe:type,2,shoe,type
14589,107,10363,24,print,pants:decoration,2,pants,decoration
14590,107,10363,11,print,pants:color,2,pants,color
14591,107,10363,25,print,pants:pattern,2,pants,pattern
14593,267,10365,17,light gray,outerwear:color,2,outerwear,color
14595,173,10367,33,camo,outerwear:pattern,2,outerwear,pattern
14597,252,10369,21,knitted,outerwear:material,2,outerwear,material
14600,265,10371,16,square,shoe:toe shape,2,shoe,toe shape
14603,1,10374,15,men,outerwear:gender,2,outerwear,gender
14604,2,10374,20,adult,outerwear:age,2,outerwear,age
14610,199,10378,5,pleat,dress:decoration,2,dress,decoration
14613,6,10380,5,printed,dress:decoration,2,dress,decoration
14621,4,10384,40,women,dress:gender,2,dress,gender
14622,26,10384,14,wedding,dress:occasion,2,dress,occasion
14624,222,10386,14,performance,dress:occasion,2,dress,occasion
14625,197,10387,34,brogue,shoe:flat type,2,shoe,flat type
14626,16,10388,7,silk,dress:material,2,dress,material
14628,187,10390,21,corduroy,outerwear:material,2,outerwear,material
14629,27,10390,13,coats,outerwear:type,2,outerwear,type
14631,37,10392,6,white,dress:color,2,dress,color
14632,21,10392,14,party,dress:occasion,2,dress,occasion
14635,15,10394,17,navy,outerwear:color,2,outerwear,color
14636,51,10395,9,oxford,shoe:type,2,shoe,type
14637,199,10396,5,pleat,dress:decoration,2,dress,decoration
14640,28,10399,17,camel,outerwear:color,2,outerwear,color
14641,21,10400,14,party,dress:occasion,2,dress,occasion
14642,2,10401,2,adult,shoe:age,2,shoe,age
14643,125,10401,30,flowers,shoe:decoration,2,shoe,decoration
